,MSSubClass,MSZoning,Neighborhood,Condition1,HouseStyle,OverallQual,YearBuilt,Exterior1st,MasVnrType,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
1375,20,3,23,2,2,8,2007,13,1,2,2,2,1571.0,1571,1571,2,2,7,722.0,239000
1376,30,3,18,2,2,6,1930,14,2,3,0,2,768.0,790,790,1,3,4,160.0,91000
1377,50,3,7,2,0,5,1941,14,2,3,1,4,984.0,984,1604,2,3,6,660.0,117000
1378,160,4,2,2,5,6,1973,6,1,3,1,4,483.0,483,987,1,3,5,264.0,83000
1379,80,3,23,2,7,5,2006,13,2,3,2,2,384.0,754,1394,2,2,7,400.0,167500
1380,30,3,7,2,2,3,1914,12,2,3,0,4,864.0,864,864,1,3,5,200.0,58500
1381,20,3,12,2,2,6,1970,3,2,3,1,4,1205.0,2117,2117,2,3,7,550.0,237500
1382,70,4,17,2,5,7,1920,14,2,3,0,1,596.0,998,1762,1,2,8,576.0,157000
1383,30,3,19,2,2,5,1918,14,2,3,0,4,816.0,1416,1416,2,2,7,576.0,112000
1384,50,3,7,2,0,6,1939,15,2,3,0,4,560.0,698,1258,1,3,6,280.0,105000
1385,50,4,9,2,0,4,1922,13,2,3,0,4,796.0,796,1154,1,2,7,240.0,125500
1386,60,3,14,6,5,7,1978,10,1,3,1,2,1392.0,1392,2784,3,2,12,564.0,250000
1387,50,4,17,0,0,6,1916,12,2,3,0,4,714.0,1664,2526,2,2,10,216.0,136000
1388,20,3,8,2,2,9,2006,13,3,0,2,0,1746.0,1746,1746,2,0,7,758.0,377500
1389,50,4,3,2,0,6,1941,14,2,3,0,4,735.0,869,1218,1,3,6,440.0,131000
1390,20,3,5,2,2,7,2000,13,1,2,2,2,1525.0,1525,1525,2,2,6,541.0,235000
1391,90,3,12,2,2,5,1967,10,2,3,1,4,1584.0,1584,1584,2,3,8,792.0,124000
1392,85,3,12,2,6,5,1967,6,2,3,1,4,864.0,900,900,1,3,6,288.0,123000
1393,190,4,17,2,0,6,1905,14,2,3,0,1,482.0,1221,1912,2,3,7,672.0,163000
1394,120,3,0,2,2,7,2006,13,1,2,2,2,1356.0,1500,1500,2,2,6,648.0,246578
1395,60,3,23,2,5,8,2005,13,1,2,2,2,1094.0,1133,2482,2,2,9,642.0,281213
1396,20,3,23,2,2,5,1948,14,2,3,1,4,747.0,1687,1687,1,3,7,572.0,160000
1397,70,4,3,2,5,5,1920,8,2,3,0,4,939.0,939,1513,1,3,8,180.0,137500
1398,50,3,12,2,0,5,1950,13,2,3,1,4,1208.0,1136,1904,1,3,7,240.0,138000
1399,50,3,18,2,0,6,1925,15,2,3,0,4,976.0,1160,1608,2,2,7,216.0,137450
1400,50,4,3,2,0,6,1929,15,2,3,0,4,862.0,950,1158,1,3,5,208.0,120000
1401,60,3,8,2,5,6,2004,13,2,3,2,4,839.0,864,1593,2,3,8,398.0,193000
1402,20,3,5,2,2,7,2006,13,2,2,2,2,1286.0,1294,1294,2,2,6,662.0,193879
1403,20,3,21,6,2,8,2007,13,3,2,2,2,1485.0,1464,1464,2,2,6,754.0,282922
1404,50,3,17,0,0,3,1915,14,2,3,2,4,672.0,694,1214,1,3,6,936.0,105000
1405,120,4,6,2,2,8,2004,5,3,2,2,0,1594.0,1646,1646,2,2,5,482.0,275000
1406,85,3,5,2,6,5,1972,6,2,3,1,2,768.0,768,768,1,3,5,396.0,133000
1407,20,3,11,2,2,5,1985,6,2,3,1,4,833.0,833,833,1,3,5,0.0,112000
1408,70,4,17,2,5,4,1910,13,2,3,1,1,622.0,741,1363,1,3,6,528.0,125500
1409,60,3,14,2,5,7,1986,10,1,3,1,2,791.0,1236,2093,2,3,7,542.0,215000
1410,60,3,5,2,5,7,2001,13,2,2,2,2,944.0,944,1840,2,2,6,622.0,230000
1411,50,3,12,2,0,6,1950,13,2,3,1,4,856.0,1112,1668,1,3,6,271.0,140000
1412,90,3,12,2,2,4,1949,3,2,3,3,3,0.0,1040,1040,2,3,6,420.0,90000
1413,20,3,20,2,2,8,2005,13,3,2,2,2,1844.0,1844,1844,2,2,7,620.0,257000
1414,50,3,3,2,0,6,1923,14,2,3,0,4,833.0,1053,1848,1,2,8,370.0,207000
1415,120,3,0,2,2,7,2007,13,1,2,2,2,1386.0,1569,1569,2,2,7,660.0,175900
1416,190,4,17,2,5,4,1885,13,2,3,2,4,777.0,1246,2290,2,3,11,560.0,122500
1417,60,3,15,2,5,8,1998,13,1,2,2,2,1284.0,1310,2450,2,2,7,1069.0,340000
1418,20,3,12,2,2,5,1963,6,2,3,1,4,1144.0,1144,1144,1,3,6,336.0,124000
1419,20,3,6,2,2,6,1969,10,1,2,1,4,1844.0,1844,1844,2,2,7,540.0,223000
1420,60,3,14,2,5,6,1968,6,1,3,1,4,708.0,708,1416,2,3,7,776.0,179900
1421,120,3,13,2,2,6,1977,10,2,3,1,2,1069.0,1069,1069,2,3,4,440.0,127500
1422,120,4,5,2,2,6,2003,13,1,2,2,2,848.0,848,848,1,2,3,420.0,136500
1423,80,3,7,2,7,6,1966,10,2,2,1,2,697.0,1575,2201,2,2,8,432.0,274970
1424,20,3,12,2,2,5,1958,6,2,3,1,4,1024.0,1344,1344,1,3,6,484.0,144000
1425,20,3,12,2,2,6,1959,6,3,2,1,4,1252.0,1252,1252,1,2,7,528.0,142000
1426,60,3,15,2,5,7,1994,13,1,2,2,2,1223.0,1223,2127,2,2,5,525.0,271000
1427,50,3,12,0,0,5,1945,8,2,3,1,4,913.0,1048,1558,1,3,6,288.0,140000
1428,30,4,17,2,2,5,1940,8,3,3,1,4,788.0,804,804,1,2,4,240.0,119000
1429,20,3,14,2,2,6,1981,8,1,2,1,2,1440.0,1440,1440,2,2,7,467.0,182900
1430,60,3,8,6,5,5,2005,13,2,2,2,2,732.0,734,1838,2,3,7,372.0,192140
1431,120,3,13,2,2,6,1976,10,2,3,1,2,958.0,958,958,2,3,5,440.0,143750
1432,30,3,17,2,2,4,1927,14,2,3,0,4,656.0,968,968,2,3,5,216.0,64500
1433,60,3,8,2,5,6,2000,13,1,3,2,2,936.0,962,1792,2,3,8,451.0,186500
1434,20,3,11,2,2,5,1977,3,2,3,1,4,1126.0,1126,1126,2,3,5,484.0,160000
1435,20,3,12,2,2,6,1962,14,1,2,1,4,1319.0,1537,1537,1,2,7,462.0,174000
1436,20,3,12,2,2,4,1971,6,2,3,2,4,864.0,864,864,1,3,5,528.0,120500
1437,20,3,16,2,2,8,2008,13,3,0,2,0,1932.0,1932,1932,2,0,7,774.0,394617
1438,20,4,17,0,2,6,1957,8,2,3,1,4,912.0,1236,1236,1,3,6,923.0,149700
1439,60,3,14,2,7,7,1979,6,1,3,1,4,539.0,1040,1725,2,3,6,550.0,197000
1440,70,3,6,2,3,6,1922,8,2,3,0,0,588.0,1423,2555,2,3,11,672.0,191000
1441,120,4,5,2,2,6,2004,13,1,2,2,2,848.0,848,848,1,2,3,420.0,149300
1442,60,1,21,2,5,10,2008,13,3,0,2,0,1017.0,1026,2007,2,0,10,812.0,310000
1443,30,3,3,2,1,6,1916,14,2,3,0,4,952.0,952,952,1,1,4,192.0,121000
1444,20,3,5,2,2,7,2004,13,1,2,2,2,1422.0,1422,1422,2,2,7,626.0,179600
1445,85,3,19,2,6,6,1966,13,2,3,1,4,814.0,913,913,1,3,6,240.0,129000
1446,20,3,11,2,2,5,1962,6,1,3,1,4,1188.0,1188,1188,1,3,6,312.0,157900
1447,60,3,5,2,5,8,1995,13,1,2,2,2,1220.0,1220,2090,2,2,8,556.0,240000
1448,50,3,7,2,5,4,1910,8,2,3,1,1,560.0,796,1346,1,3,6,384.0,112000
1449,180,4,10,2,6,5,1970,5,2,3,1,2,630.0,630,630,1,0,3,0.0,92000
1450,90,3,12,2,5,5,1974,13,2,3,1,2,896.0,896,1792,2,3,8,0.0,136000
1451,20,3,21,2,2,8,2008,5,3,2,2,2,1573.0,1578,1578,2,0,7,840.0,287090
1452,180,4,7,2,7,5,2005,13,1,3,2,2,547.0,1072,1072,1,3,5,525.0,145000
1453,20,3,11,2,2,5,2006,13,2,3,2,2,1140.0,1140,1140,1,3,6,0.0,84500
1454,20,1,21,2,2,7,2004,13,2,2,2,2,1221.0,1221,1221,2,2,6,400.0,185000
1455,60,3,8,2,5,6,1999,13,2,3,2,2,953.0,953,1647,2,3,7,460.0,175000
1456,20,3,14,2,2,6,1978,10,3,3,1,2,1542.0,2073,2073,2,3,7,500.0,210000
1457,70,3,6,2,5,7,1941,5,2,0,4,4,1152.0,1188,2340,2,2,9,252.0,266500
1458,20,3,12,2,2,5,1950,8,2,3,1,4,1078.0,1078,1078,1,2,5,240.0,142125
1459,20,3,7,2,2,5,1965,6,2,2,1,4,1256.0,1256,1256,1,3,6,276.0,147500
